FECHA,DATO
11/30/2017,18.6436
12/01/2017,18.646299
12/04/2017,18.6469
12/05/2017,18.697599
12/06/2017,18.905899
12/07/2017,18.989
12/08/2017,18.955
12/11/2017,19.087601
12/12/2017,19.087601
12/13/2017,19.192801
12/14/2017,19.171301
12/15/2017,19.163099
12/18/2017,19.0721
12/19/2017,19.226299
12/20/2017,19.2731
12/21/2017,19.5158
12/22/2017,19.7654
12/25/2017,19.7654
12/26/2017,19.914499
12/27/2017,19.725901
12/28/2017,19.677999
12/29/2017,19.6954
01/01/2018,19.6954
01/02/2018,19.534901
01/03/2018,19.3815
01/04/2018,19.3815
01/05/2018,19.3815
01/08/2018,19.2549
01/09/2018,19.2719
01/10/2018,19.344299
01/11/2018,19.3104
01/12/2018,19.0748
01/15/2018,18.874701
01/16/2018,18.7876
01/17/2018,18.748899
01/18/2018,18.6355
01/19/2018,18.643499
01/22/2018,18.7024
01/23/2018,18.742201
01/24/2018,18.5161
01/25/2018,18.611601
01/26/2018,18.5257
01/29/2018,18.606701
01/30/2018,18.7896
01/31/2018,18.613199
02/01/2018,18.379101
02/02/2018,18.6292
02/05/2018,18.6292
02/06/2018,18.610399
02/07/2018,18.8151
02/08/2018,18.909
02/09/2018,18.909
02/12/2018,18.623899
02/13/2018,18.686701
02/14/2018,18.601299
02/15/2018,18.5338
02/16/2018,18.551399
02/19/2018,18.526199
02/20/2018,18.7223
02/21/2018,18.8813
02/22/2018,18.651501
02/23/2018,18.5676
02/26/2018,18.6408
02/27/2018,18.874701
02/28/2018,18.872101
03/01/2018,18.8892
03/02/2018,18.8892
03/05/2018,18.8895
03/06/2018,18.7246
03/07/2018,18.747101
03/08/2018,18.6772
03/09/2018,18.648399
03/12/2018,18.635099
03/13/2018,18.6401
03/14/2018,18.5748
03/15/2018,18.7218
03/16/2018,18.719101
03/19/2018,18.719101
03/20/2018,18.802
03/21/2018,18.476101
03/22/2018,18.6567
03/23/2018,18.555901
03/26/2018,18.3769
03/27/2018,18.4265
03/28/2018,18.339399
03/29/2018,18.339399
03/30/2018,18.339399
04/02/2018,18.279699
04/03/2018,18.2665
04/04/2018,18.2418
04/05/2018,18.222799
04/06/2018,18.343399
04/09/2018,18.374901
04/10/2018,18.276501
04/11/2018,18.264999
04/12/2018,18.218599
04/13/2018,18.218599
04/16/2018,18.040701
04/17/2018,18.0842
04/18/2018,18.0438
04/19/2018,18.472601
04/20/2018,18.57
04/23/2018,18.9638
04/24/2018,18.843
04/25/2018,19.0446
04/26/2018,18.866301
04/27/2018,18.6611
04/30/2018,18.7969
05/01/2018,18.7969
05/02/2018,19.0737
05/03/2018,19.062901
05/04/2018,19.2852
05/07/2018,19.49
05/08/2018,19.606899
05/09/2018,19.601801
05/10/2018,19.2442
05/11/2018,19.4389
05/14/2018,19.6499
05/15/2018,19.7169
05/16/2018,19.6238
05/17/2018,19.7556
05/18/2018,19.960699
05/21/2018,19.960699
05/22/2018,19.960699
05/23/2018,19.631599
05/24/2018,19.594299
05/25/2018,19.5797
05/28/2018,19.6373
05/29/2018,19.863701
05/30/2018,19.773701
05/31/2018,19.940201
06/01/2018,19.9555
06/04/2018,20.1045
06/05/2018,20.4776
06/06/2018,20.2801
06/07/2018,20.528
06/08/2018,20.3067
06/11/2018,20.6127
06/12/2018,20.741699
06/13/2018,20.716499
06/14/2018,20.914499
06/15/2018,20.686199
06/18/2018,20.5604
06/19/2018,20.5599
06/20/2018,20.3941
06/21/2018,20.3379
06/22/2018,20.048
06/25/2018,19.921
06/26/2018,19.98
06/27/2018,20.2164
06/28/2018,19.744301
06/29/2018,19.924601
07/02/2018,20.0411
07/03/2018,19.5061
07/04/2018,19.470301
07/05/2018,19.232
07/06/2018,19.038099
07/09/2018,19.221399
07/10/2018,18.918501
07/11/2018,19.091
07/12/2018,18.8153
07/13/2018,18.9298
07/16/2018,18.8263
07/17/2018,18.927099
07/18/2018,18.924299
07/19/2018,19.0592
07/20/2018,19.052
07/23/2018,18.917
07/24/2018,18.8909
07/25/2018,18.8909
07/26/2018,18.8909
07/27/2018,18.8909
07/30/2018,18.5748
07/31/2018,18.657301
08/01/2018,18.6311
08/02/2018,18.687099
08/03/2018,18.594299
08/06/2018,18.5326
08/07/2018,18.489201
08/08/2018,18.489201
08/09/2018,18.726
08/10/2018,18.950001
08/13/2018,19.148001
08/14/2018,18.914801
08/15/2018,19.2017
08/16/2018,19.007999
08/17/2018,18.91
08/20/2018,19.0093
08/21/2018,18.9009
08/22/2018,18.7619
08/23/2018,18.7619
08/24/2018,18.7619
08/27/2018,18.8046
08/28/2018,19.115999
08/29/2018,18.995001
08/30/2018,19.1555
08/31/2018,19.133101
09/03/2018,19.222799
09/04/2018,19.4429
09/05/2018,19.3787
09/06/2018,19.249901
09/07/2018,19.341999
09/10/2018,19.3111
09/11/2018,19.199301
09/12/2018,19.0665
09/13/2018,18.8379
09/14/2018,18.8932
09/17/2018,18.8932
09/18/2018,18.836901
09/19/2018,18.7896
09/20/2018,18.838499
09/21/2018,18.890499
09/24/2018,18.9914
09/25/2018,19.0299
09/26/2018,18.8871
09/27/2018,18.823
09/28/2018,18.753
10/01/2018,18.744301
10/02/2018,18.8262
10/03/2018,19.011299
10/04/2018,19.124001
10/05/2018,18.8466
10/08/2018,18.965401
10/09/2018,19.058001
10/10/2018,19.176901
10/11/2018,19.018999
10/12/2018,18.896799
10/15/2018,18.8934
10/16/2018,18.7855
10/17/2018,18.9195
10/18/2018,19.1754
10/19/2018,19.3104
10/22/2018,19.4342
10/23/2018,19.327
10/24/2018,19.630199
10/25/2018,19.509199
10/26/2018,19.4072
10/29/2018,20.0823
10/30/2018,20.076099
10/31/2018,20.3557
11/01/2018,20.2167
11/02/2018,20.2167
11/05/2018,19.9125
11/06/2018,19.761
11/07/2018,19.9095
11/08/2018,20.185699
11/09/2018,20.129999
11/12/2018,20.398899
11/13/2018,20.511499
11/14/2018,20.421801
11/15/2018,20.249701
11/16/2018,20.211901
11/19/2018,20.211901
11/20/2018,20.412001
11/21/2018,20.266001
11/22/2018,20.334801
11/23/2018,20.448601
11/26/2018,20.647699
11/27/2018,20.4977
11/28/2018,20.2976
11/29/2018,20.276899
11/30/2018,20.4275
12/03/2018,20.3792
12/04/2018,20.549
12/05/2018,20.548901
12/06/2018,20.385
12/07/2018,20.299999
12/10/2018,20.3307
12/11/2018,20.2481
12/12/2018,20.2481
12/13/2018,20.2481
12/14/2018,20.2481
12/17/2018,20.1147
12/18/2018,20.1222
12/19/2018,20.1471
12/20/2018,19.915001
12/21/2018,19.9842
12/24/2018,19.919901
12/25/2018,19.919901
12/26/2018,19.949699
12/27/2018,19.6957
12/28/2018,19.7181
12/31/2018,19.655399
01/01/2019,19.655399
01/02/2019,19.655399
01/03/2019,19.667601
01/04/2019,19.460501
01/07/2019,19.389
01/08/2019,19.4076
01/09/2019,19.244101
01/10/2019,19.160601
01/11/2019,19.162701
01/14/2019,19.030701
01/15/2019,19.038799
01/16/2019,18.9238
01/17/2019,19.0375
01/18/2019,19.0375
01/21/2019,19.202499
01/22/2019,19.198999
01/23/2019,19.064899
01/24/2019,19.049101
01/25/2019,19.0224
01/28/2019,19.055
01/29/2019,19.038799
01/30/2019,19.129101
01/31/2019,19.1425
02/01/2019,19.139099
02/04/2019,19.139099
02/05/2019,19.139099
02/06/2019,19.139099
02/07/2019,19.115999
02/08/2019,19.121901
02/11/2019,19.3402
02/12/2019,19.339701
02/13/2019,19.339701
02/14/2019,19.282301
02/15/2019,19.279699
02/18/2019,19.281799
02/19/2019,19.1943
02/20/2019,19.2465
02/21/2019,19.257999
02/22/2019,19.186899
02/25/2019,19.172001
02/26/2019,19.2031
02/27/2019,19.2089
02/28/2019,19.304899
03/01/2019,19.3069
03/04/2019,19.330799
03/05/2019,19.3326
03/06/2019,19.3766
03/07/2019,19.5837
03/08/2019,19.518999
03/11/2019,19.435801
03/12/2019,19.386299
03/13/2019,19.3836
03/14/2019,19.3836
03/15/2019,19.3836
03/18/2019,19.3836
03/19/2019,19.0418
03/20/2019,18.870501
03/21/2019,18.825701
03/22/2019,19.1222
03/25/2019,19.098101
03/26/2019,19.153099
03/27/2019,19.399599
03/28/2019,19.3748
03/29/2019,19.4655
04/01/2019,19.202499
04/02/2019,19.257
04/03/2019,19.2505
04/04/2019,19.1759
04/05/2019,19.101299
04/06/2019,19.101299
04/08/2019,18.9865
04/09/2019,18.9674
04/10/2019,18.864401
04/11/2019,18.8395
04/12/2019,18.7834
04/15/2019,18.884701
04/16/2019,18.888399
04/17/2019,18.8456
04/18/2019,18.8456
04/19/2019,18.8456
04/22/2019,18.8459
04/23/2019,18.9529
